# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
138 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.52978515625 -29988.486328125 -1229.612060546875 1 0137.png

139 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.526611328125 -29998.51171875 -1229.5670166015625 1 0138.png

140 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.523681640625 -30008.53515625 -1229.5220947265625 1 0139.png

141 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.5205078125 -30018.55859375 -1229.4771728515625 1 0140.png

142 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.517578125 -30028.583984375 -1229.43212890625 1 0141.png

143 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.514404296875 -30038.607421875 -1229.38720703125 1 0142.png

144 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.51123046875 -30048.6328125 -1229.3421630859375 1 0143.png

145 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.50830078125 -30058.65625 -1229.2972412109375 1 0144.png

146 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.505126953125 -30068.6796875 -1229.2523193359375 1 0145.png

147 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.501953125 -30078.705078125 -1229.207275390625 1 0146.png

148 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.4990234375 -30088.728515625 -1229.162353515625 1 0147.png

149 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.495849609375 -30098.75390625 -1229.117431640625 1 0148.png

150 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.492919921875 -30108.77734375 -1229.0723876953125 1 0149.png

151 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.48974609375 -30118.80078125 -1229.0274658203125 1 0150.png

152 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.486572265625 -30128.826171875 -1228.982421875 1 0151.png

153 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.483642578125 -30138.849609375 -1228.9375 1 0152.png

154 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.48046875 -30148.875 -1228.892578125 1 0153.png

155 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.4775390625 -30158.8984375 -1228.8475341796875 1 0154.png

156 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.474365234375 -30168.921875 -1228.8026123046875 1 0155.png

157 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.47119140625 -30178.947265625 -1228.7576904296875 1 0156.png

158 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.46826171875 -30188.970703125 -1228.712646484375 1 0157.png

159 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.465087890625 -30198.99609375 -1228.667724609375 1 0158.png

160 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.4619140625 -30209.01953125 -1228.6226806640625 1 0159.png

161 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.458984375 -30219.04296875 -1228.5777587890625 1 0160.png

162 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.455810546875 -30229.068359375 -1228.5328369140625 1 0161.png

163 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.452880859375 -30239.091796875 -1228.48779296875 1 0162.png

164 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.44970703125 -30249.1171875 -1228.44287109375 1 0163.png

165 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.446533203125 -30259.140625 -1228.39794921875 1 0164.png

166 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.443603515625 -30269.1640625 -1228.3529052734375 1 0165.png

167 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.4404296875 -30279.189453125 -1228.3079833984375 1 0166.png

168 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.4375 -30289.212890625 -1228.262939453125 1 0167.png

169 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.434326171875 -30299.23828125 -1228.218017578125 1 0168.png

170 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.43115234375 -30309.26171875 -1228.173095703125 1 0169.png

171 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.42822265625 -30319.28515625 -1228.1280517578125 1 0170.png

172 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.425048828125 -30329.310546875 -1228.0831298828125 1 0171.png

173 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.421875 -30339.333984375 -1228.0382080078125 1 0172.png

