# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
174 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.4189453125 -30349.359375 -1227.9931640625 1 0173.png

175 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.415771484375 -30359.3828125 -1227.9482421875 1 0174.png

176 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.412841796875 -30369.40625 -1227.9031982421875 1 0175.png

177 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.40966796875 -30379.431640625 -1227.8582763671875 1 0176.png

178 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.406494140625 -30389.455078125 -1227.8133544921875 1 0177.png

179 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.403564453125 -30399.48046875 -1227.768310546875 1 0178.png

180 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.400390625 -30409.50390625 -1227.723388671875 1 0179.png

181 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.397216796875 -30419.52734375 -1227.678466796875 1 0180.png

182 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.394287109375 -30429.552734375 -1227.6334228515625 1 0181.png

183 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.39111328125 -30439.576171875 -1227.5885009765625 1 0182.png

184 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.38818359375 -30449.6015625 -1227.54345703125 1 0183.png

185 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.385009765625 -30459.625 -1227.49853515625 1 0184.png

186 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.3818359375 -30469.6484375 -1227.45361328125 1 0185.png

187 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.37890625 -30479.673828125 -1227.4085693359375 1 0186.png

188 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.375732421875 -30489.697265625 -1227.3636474609375 1 0187.png

189 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.372802734375 -30499.72265625 -1227.3187255859375 1 0188.png

190 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.36962890625 -30509.74609375 -1227.273681640625 1 0189.png

191 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.366455078125 -30519.76953125 -1227.228759765625 1 0190.png

192 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.363525390625 -30529.794921875 -1227.1837158203125 1 0191.png

193 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.3603515625 -30539.818359375 -1227.1387939453125 1 0192.png

194 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.357177734375 -30549.84375 -1227.0938720703125 1 0193.png

195 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.354248046875 -30559.8671875 -1227.048828125 1 0194.png

196 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.35107421875 -30569.890625 -1227.00390625 1 0195.png

197 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.34814453125 -30579.916015625 -1226.9588623046875 1 0196.png

198 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.344970703125 -30589.939453125 -1226.9139404296875 1 0197.png

199 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.341796875 -30599.96484375 -1226.8690185546875 1 0198.png

200 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.3388671875 -30609.98828125 -1226.823974609375 1 0199.png

201 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.335693359375 -30620.01171875 -1226.779052734375 1 0200.png

202 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.332763671875 -30630.037109375 -1226.734130859375 1 0201.png

203 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.32958984375 -30640.060546875 -1226.6890869140625 1 0202.png

204 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.326416015625 -30650.0859375 -1226.6441650390625 1 0203.png

205 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.323486328125 -30660.109375 -1226.59912109375 1 0204.png

206 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.3203125 -30670.1328125 -1226.55419921875 1 0205.png

207 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.317138671875 -30680.158203125 -1226.50927734375 1 0206.png

208 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.314208984375 -30690.181640625 -1226.4642333984375 1 0207.png

209 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.31103515625 -30700.20703125 -1226.4193115234375 1 0208.png

210 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.30810546875 -30710.23046875 -1226.374267578125 1 0209.png

211 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.304931640625 -30720.25390625 -1226.329345703125 1 0210.png

212 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.3017578125 -30730.279296875 -1226.284423828125 1 0211.png

213 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.298828125 -30740.302734375 -1226.2393798828125 1 0212.png

214 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.295654296875 -30750.326171875 -1226.1944580078125 1 0213.png

215 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.292724609375 -30760.3515625 -1226.1494140625 1 0214.png

216 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.28955078125 -30770.375 -1226.1044921875 1 0215.png

217 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.286376953125 -30780.400390625 -1226.0595703125 1 0216.png

218 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.283447265625 -30790.423828125 -1226.0145263671875 1 0217.png

219 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.2802734375 -30800.447265625 -1225.9696044921875 1 0218.png

220 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.277099609375 -30810.47265625 -1225.9246826171875 1 0219.png

221 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.274169921875 -30820.49609375 -1225.879638671875 1 0220.png

222 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.27099609375 -30830.521484375 -1225.834716796875 1 0221.png

223 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.26806640625 -30840.544921875 -1225.7896728515625 1 0222.png

224 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.264892578125 -30850.568359375 -1225.7447509765625 1 0223.png

225 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.26171875 -30860.59375 -1225.6998291015625 1 0224.png

226 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.2587890625 -30870.6171875 -1225.65478515625 1 0225.png

227 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.255615234375 -30880.642578125 -1225.60986328125 1 0226.png

228 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.252685546875 -30890.666015625 -1225.5648193359375 1 0227.png

229 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.24951171875 -30900.689453125 -1225.5198974609375 1 0228.png

230 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.246337890625 -30910.71484375 -1225.4749755859375 1 0229.png

231 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.243408203125 -30920.73828125 -1225.429931640625 1 0230.png

232 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.240234375 -30930.763671875 -1225.385009765625 1 0231.png

233 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.237060546875 -30940.787109375 -1225.3399658203125 1 0232.png

234 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.234130859375 -30950.810546875 -1225.2950439453125 1 0233.png

235 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.23095703125 -30960.8359375 -1225.2501220703125 1 0234.png

236 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.22802734375 -30970.859375 -1225.205078125 1 0235.png

237 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.224853515625 -30980.884765625 -1225.16015625 1 0236.png

238 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.2216796875 -30990.908203125 -1225.1151123046875 1 0237.png

239 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.21875 -31000.931640625 -1225.0701904296875 1 0238.png

240 0.707106711503816 0.7071068508692859 -1.3936551368472646e-07 -1.3936541884294147e-07 -2276.215576171875 -31010.95703125 -1225.0252685546875 1 0239.png

